Chamber_Name,Cluster_Size_Mean_Value,Residuals_Mean_Value,Average_Strip_Efficiency,Expected_Occupancy,Fiducial_Cut_Efficiency,RPC_Occupancy_from_DT,RPC_Occupancy,Total_Efficiency
W-2_RB1in_S01_Backward,1.8034620285,0.3439347744,87.3707580566,14626.0,91.3130722046,13076.0,166879.0,89.4024276733
W-2_RB1in_S01_Forward,1.8277555704,0.348200053,87.5287017822,17430.0,90.0977020264,15528.0,211184.0,89.0877761841
W-2_RB1out_S01_Backward,1.7404592037,-0.023334749,89.3424301147,15020.0,92.3451538086,13440.0,105748.0,89.4806900024
W-2_RB1out_S01_Forward,1.922432065,0.0045795455,92.1270294189,18322.0,94.4534454346,17056.0,125539.0,93.0902709961
W-2_RB2in_S01_Backward,1.6664083004,0.5086545348,90.2790756226,14022.0,93.8344192505,12918.0,97073.0,92.1266555786
W-2_RB2in_S01_Forward,1.9727573395,0.2321472019,92.7848052979,17474.0,95.4212265015,16496.0,142392.0,94.4031143188
W-2_RB2out_S01_Middle,1.7874493599,-0.0125941895,93.0566329956,10644.0,95.5245819092,9928.0,70617.0,93.2732009888
W-2_RB2out_S01_Backward,1.7364611626,-0.1132634059,93.0372695923,8654.0,95.0492172241,8034.0,50366.0,92.83568573
W-2_RB2out_S01_Forward,1.9664825201,-0.0796684474,93.5292510986,11258.0,95.532951355,10574.0,72154.0,93.9243164062
W-2_RB3-_S01_Backward,1.6375749111,0.401388973,93.2998352051,3234.0,94.6298980713,3012.0,21538.0,93.1354370117
W-2_RB3-_S01_Forward,1.7505470514,0.4857102633,94.7353134155,3880.0,95.5097045898,3674.0,24222.0,94.6907196045
W-2_RB3+_S01_Backward,1.6647591591,0.5238850713,92.0535202026,4544.0,95.0464401245,4216.0,30445.0,92.7816925049
W-2_RB3+_S01_Forward,1.6897767782,0.5453970432,94.9239120483,5374.0,96.2660980225,5136.0,31472.0,95.5712661743
W-2_RB4-_S01_Backward,1.5753424168,-0.2188163698,91.2551422119,2364.0,94.2662811279,2200.0,31350.0,93.0626068115
