Chamber_Name,Cluster_Size_Mean_Value,Residuals_Mean_Value,Average_Strip_Efficiency,Expected_Occupancy,Fiducial_Cut_Efficiency,RPC_Occupancy_from_DT,RPC_Occupancy,Total_Efficiency
W-2_RB1in_S01_Backward,1.8092485666,0.2764035761,86.8062362671,1178.0,91.0331344604,1044.0,13040.0,88.624786377
W-2_RB1in_S01_Forward,1.8163934946,0.3312750161,87.9862747192,1354.0,90.9699020386,1224.0,16144.0,90.3988189697
W-2_RB1out_S01_Backward,1.7552182674,-0.18390885,88.4872741699,1178.0,91.3294830322,1054.0,8505.0,89.4736862183
W-2_RB1out_S01_Forward,1.9237804413,-0.077687569,92.237449646,1440.0,94.1362915039,1332.0,10132.0,92.5
W-2_RB2in_S01_Backward,1.6984126568,0.5851095915,90.9446716309,1086.0,95.2182922363,1014.0,7641.0,93.3701629639
W-2_RB2in_S01_Forward,2.0061256886,0.2621141374,93.7600097656,1384.0,95.5371932983,1314.0,10766.0,94.9421920776
W-2_RB2out_S01_Middle,1.6941747665,-0.155507341,92.927154541,886.0,95.702003479,826.0,5420.0,93.2279891968
W-2_RB2out_S01_Backward,1.8296296597,-0.2577427626,92.3121032715,596.0,95.744682312,544.0,3819.0,91.2751693726
W-2_RB2out_S01_Forward,2.0165877342,-0.2284249365,94.275680542,914.0,95.0819702148,860.0,6045.0,94.0919036865
W-2_RB3-_S01_Backward,1.7555555105,0.6598826647,94.6581192017,288.0,96.0317459106,270.0,1737.0,93.75
W-2_RB3-_S01_Forward,1.7388534546,0.5153226852,94.460319519,340.0,95.7746505737,316.0,1914.0,92.9411773682
W-2_RB3+_S01_Backward,1.5599999428,0.5650618672,94.9322509766,320.0,97.7941131592,300.0,2101.0,93.75
W-2_RB3+_S01_Forward,1.6716418266,0.4194807112,97.045173645,420.0,97.7401123047,406.0,2315.0,96.6666641235
W-2_RB4-_S01_Backward,1.5172413588,-0.3185875416,96.184211731,182.0,97.3333358765,176.0,2347.0,96.7033004761
W-2_RB4-_S01_Forward,1.8965517282,-0.322319597,96.7948760986,180.0,98.7654342651,174.0,2566.0,96.6666641235
W-2_RB4+_S01_Backward,1.5591397285,0.4013819993,93.4523849487,200.0,94.6236572266,186.0,1903.0,93.0
W-2_RB4+_S01_Forward,1.9484536648,0.1857019812,93.0232620239,212.0,93.5483856201,194.0,2211.0,91.5094299316
W-2_RB1in_S02_Backward,1.8197932243,0.3438664675,87.6828460693,3078.0,90.9842224121,2714.0,16695.0,88.1741409302
W-2_RB1in_S02_Forward,1.9845802784,0.0855533853,92.9949951172,3712.0,94.7973403931,3510.0,23110.0,94.5581893921
W-2_RB1out_S02_Backward,1.8953487873,-0.5301638246,94.3365249634,2758.0,95.4128417969,2598.0,18592.0,94.1986923218
W-2_RB1out_S02_Forward,2.2231590748,-0.3648368418,95.6980667114,3778.0,97.3548431396,3590.0,23899.0,95.0238189697
W-2_RB2in_S02_Backward,1.6450676918,0.5959481597,94.3924331665,2192.0,95.5128173828,2072.0,11575.0,94.5255432129
W-2_RB2in_S02_Forward,1.583661437,0.4110595584,93.283164978,2188.0,93.7247009277,2038.0,11498.0,93.1444244385
W-2_RB2out_S02_Middle,2.0837521553,-0.7640357614,95.0252990723,1330.0,94.0499038696,1250.0,16373.0,93.9849624634
W-2_RB2out_S02_Backward,1.947521925,-0.7020317912,97.7167510986,1416.0,98.5964889526,1384.0,8518.0,97.7401123047
W-2_RB2out_S02_Forward,2.0222222805,-0.525616765,94.4229507446,1642.0,96.3492050171,1550.0,9788.0,94.3970718384
W-2_RB3-_S02_Backward,1.4984802008,0.5287733078,92.1828842163,714.0,93.6241607666,658.0,3609.0,92.1568603516
W-2_RB3-_S02_Forward,1.5238095522,0.5739584565,87.8972625732,626.0,87.1595306396,546.0,2687.0,87.220451355
W-2_RB3+_S02_Backward,1.4725663662,0.1063834056,89.6786956787,1248.0,91.8669128418,1132.0,4672.0,90.7051239014
W-2_RB3+_S02_Forward,1.4670913219,0.1966217607,94.0119781494,1006.0,95.5813980103,946.0,4522.0,94.0357894897
