Chamber_Name,Cluster_Size_Mean_Value,Residuals_Mean_Value,Average_Strip_Efficiency,Expected_Occupancy,Fiducial_Cut_Efficiency,RPC_Occupancy_from_DT,RPC_Occupancy,Total_Efficiency
W-2_RB1in_S01_Backward,1.7987152338,0.2788398862,86.886680603,1068.0,89.9141616821,938.0,11793.0,87.8277206421
W-2_RB1in_S01_Forward,1.8650306463,0.3417347074,87.8519668579,1110.0,89.3970870972,980.0,14243.0,88.2882919312
W-2_RB1out_S01_Backward,1.7712550163,-0.0260527804,91.4572296143,1084.0,93.4156341553,990.0,7404.0,91.328414917
W-2_RB1out_S01_Forward,1.8599290848,-0.0180899426,92.0807647705,1224.0,94.7858428955,1134.0,8490.0,92.6470565796
W-2_RB2in_S01_Backward,1.7449393272,0.4295686483,91.8285140991,1068.0,94.4206008911,994.0,6847.0,93.0711593628
W-2_RB2in_S01_Forward,1.8875219822,0.2715488076,92.3888397217,1238.0,93.9177093506,1156.0,9821.0,93.3764190674
W-2_RB2out_S01_Middle,1.7665705681,-0.0355933942,92.2393264771,750.0,95.6228942871,698.0,4968.0,93.0666656494
W-2_RB2out_S01_Backward,1.6953642368,-0.209440887,93.7077941895,648.0,94.4649429321,606.0,3448.0,93.5185165405
W-2_RB2out_S01_Forward,2.0295698643,-0.1989156753,92.2319030762,816.0,95.2941207886,758.0,5533.0,92.8921585083
W-2_RB3-_S01_Backward,1.7289719582,0.2954242527,95.6140365601,230.0,93.9393920898,214.0,1729.0,93.0434799194
W-2_RB3-_S01_Forward,1.8561151028,0.4660559297,95.2380981445,290.0,98.3871002197,278.0,1575.0,95.8620681763
W-2_RB3+_S01_Backward,1.7564102411,0.4222495258,87.9426116943,338.0,93.9189224243,312.0,2177.0,92.3076934814
W-2_RB3+_S01_Forward,1.7628866434,0.5724310279,95.3025817871,406.0,95.5056152344,388.0,2309.0,95.5665054321
W-2_RB4-_S01_Backward,1.8333333731,-0.5383580327,96.4035110474,170.0,91.8918914795,158.0,2113.0,92.9411773682
W-2_RB4-_S01_Forward,1.6989247799,0.1086842045,92.0267105103,210.0,97.6470565796,188.0,2075.0,89.5238113403
W-2_RB4+_S01_Backward,1.5538461208,0.0340626016,88.3333358765,150.0,89.3939361572,132.0,1761.0,88.0
W-2_RB4+_S01_Forward,1.6891891956,0.2742325962,90.9009017944,170.0,91.7808227539,148.0,1886.0,87.0588226318
W-2_RB1in_S02_Backward,1.8328125477,0.3636112213,90.187538147,2862.0,91.5213928223,2566.0,16275.0,89.6575775146
