Chamber_Name	Cluster_Size_Mean_Value	Residuals_Mean_Value	Average_Strip_Efficiency	Expected_Occupancy	Fiducial_Cut_Efficiency	RPC_Occupancy_from_DT	RPC_Occupancy	Total_Efficiency
W-2_RB1in_S01_Backward	1.7661650181	0.3173055351	87.5782775879	13600.0	90.7271499634	12126.0	154227.0	89.1617660522
W-2_RB1in_S01_Forward	1.8070031404	0.3493348658	86.3266983032	16548.0	89.9723358154	14670.0	191785.0	88.6511993408
W-2_RB1out_S01_Backward	1.7178536654	-0.0517095402	88.9748916626	13946.0	91.685836792	12446.0	94572.0	89.2442321777
W-2_RB1out_S01_Forward	1.9028884172	-0.0142033109	92.3714065552	17368.0	94.4977035522	16170.0	114324.0	93.1022567749
W-2_RB2in_S01_Backward	1.6901845932	0.5644450784	91.1247634888	13340.0	93.3064956665	12272.0	85786.0	91.9940032959
W-2_RB2in_S01_Forward	1.9186075926	0.2368264645	93.1263427734	16726.0	95.2778167725	15770.0	125499.0	94.2843475342
W-2_RB2out_S01_Middle	1.7596255541	-0.0970303938	93.0994033813	10138.0	95.717880249	9456.0	60509.0	93.2728347778
W-2_RB2out_S01_Backward	1.7373526096	-0.0421332866	93.5695648193	8184.0	95.9851760864	7650.0	43208.0	93.4750747681
W-2_RB2out_S01_Forward	1.9506295919	-0.0948815271	93.341178894	10822.0	95.5120773315	10124.0	66363.0	93.5501785278
W-2_RB3-_S01_Backward	1.6311360598	0.3574935794	92.8181610107	3094.0	94.7692337036	2862.0	18226.0	92.5016174316
W-2_RB3-_S01_Forward	1.758965373	0.535574913	95.129119873	3588.0	96.5517196655	3414.0	21047.0	95.1504974365
W-2_RB3+_S01_Backward	1.6147582531	0.4753682017	92.7260437012	4240.0	95.3424606323	3954.0	26611.0	93.2547149658
W-2_RB3+_S01_Forward	1.6883645058	0.5885159969	95.3332366943	5190.0	95.503112793	4934.0	27938.0	95.0674362183
W-2_RB4-_S01_Backward	1.5578947067	-0.2902999222	94.6029815674	2036.0	94.3946151733	1910.0	26749.0	93.8113937378
W-2_RB4-_S01_Forward	1.790397048	-0.1290943027	93.3196640015	2344.0	95.2047958374	2172.0	26452.0	92.6621170044
W-2_RB4+_S01_Backward	1.5087358952	0.20462282	89.4535751343	2166.0	92.3076934814	1952.0	19355.0	90.1200332642
W-2_RB4+_S01_Forward	1.8250728846	0.1225189343	94.976890564	2190.0	96.1832046509	2076.0	22540.0	94.7945175171
W-2_RB1in_S02_Backward	1.8287754059	0.3343304992	88.2550811768	37056.0	91.5658874512	33100.0	205464.0	89.3242645264
W-2_RB1in_S02_Forward	1.9504354	0.0798532143	92.1715316772	44848.0	94.3084564209	41956.0	276460.0	93.5515518188
W-2_RB1out_S02_Backward	1.9046524763	-0.5802039504	93.8559646606	33548.0	94.8400726318	31438.0	215310.0	93.7105026245
W-2_RB1out_S02_Forward	2.1727609634	-0.3965823352	94.2063522339	44966.0	96.9719848633	42852.0	273246.0	95.2986755371
